Country_ID,Country_Name,ForAllPriceDates,Price_date,ForAllRegions,Region_ID,Region_Name,staple_1_item,staple_1_generic,staple_1_ratio,staple_2_item,staple_2_generic,staple_2_ratio,staple_3_item,staple_3_generic,staple_3_ratio,staple_4_item,staple_4_generic,staple_4_ratio,staple_5_item,staple_5_generic,staple_5_ratio
115,Cambodia,,,TRUE,,,,Rice,1,,,,,,,,,,,,
